0.048000,0.000652
0.057922,0.000264
0.045448,0.000753
0.055178,0.000150
0.039578,0.000275
0.048545,0.000155
0.062013,0.000537
0.051108,0.000542
0.048850,0.000562
0.039169,0.000803
0.036740,0.000478
0.048058,0.000410
0.036760,0.000246
0.045453,0.000512
0.050444,0.000312
0.045839,0.000434
0.048099,0.000303
0.038829,0.001111
0.039426,0.001342
0.064078,0.002864
0.045913,0.001175
0.035088,0.002738
0.044786,0.000347
0.039474,0.001780
0.036872,0.000367
0.062452,0.000267
0.047338,0.001413
0.050242,0.000486
0.058339,0.000089
0.047586,0.000208
0.051004,0.000455
0.042961,0.000311
0.032278,0.000817
0.057002,0.000194
0.046103,0.000656
0.041073,0.000660
0.059671,0.000947
0.044465,0.001011
0.046876,0.000521
0.059475,0.000502
0.045006,0.000360
0.036544,0.000482
0.051052,0.000743
0.045905,0.000431
0.036740,0.000533
0.050487,0.000928
0.043727,0.000190
0.045239,0.000624
0.051808,0.000670
0.048801,0.001247
