0.021460,0.000136
0.026068,0.000040
0.020191,0.000116
0.023966,0.000026
0.018035,0.000046
0.020390,0.000030
0.027003,0.000084
0.022473,0.000085
0.021347,0.000142
0.018901,0.000117
0.016604,0.000076
0.021984,0.000082
0.018397,0.000074
0.019571,0.000111
0.022238,0.000068
0.020804,0.000091
0.021381,0.000091
0.017905,0.000191
0.017428,0.000315
0.028606,0.000530
0.018910,0.000342
0.015924,0.000546
0.020298,0.000089
0.017487,0.000414
0.017026,0.000099
0.028087,0.000079
0.020675,0.000373
0.022162,0.000115
0.025922,0.000014
0.020194,0.000045
0.022175,0.000101
0.018843,0.000066
0.013365,0.000161
0.026446,0.000036
0.021484,0.000199
0.019541,0.000127
0.026858,0.000203
0.019160,0.000206
0.021575,0.000087
0.027275,0.000157
0.019079,0.000077
0.016466,0.000096
0.021734,0.000137
0.020263,0.000097
0.015751,0.000147
0.022217,0.000244
0.019222,0.000062
0.021305,0.000159
0.021422,0.000147
0.022125,0.000215
