0.085711,0.002065
0.102168,0.000923
0.081416,0.002589
0.098384,0.000528
0.071029,0.000966
0.088052,0.000577
0.111623,0.001808
0.092401,0.001953
0.087623,0.001665
0.067265,0.002926
0.064329,0.001559
0.084348,0.001291
0.063982,0.000745
0.081306,0.001568
0.090349,0.000988
0.081802,0.001428
0.086254,0.000889
0.068205,0.003693
0.070053,0.003932
0.113739,0.009131
0.083468,0.003169
0.062032,0.008737
0.079042,0.001142
0.070549,0.005588
0.064619,0.001213
0.110569,0.000721
0.084222,0.004022
0.089222,0.001462
0.102831,0.000297
0.085648,0.000656
0.090904,0.001455
0.077114,0.000986
0.058307,0.002642
0.100403,0.000653
0.080783,0.001830
0.070893,0.002040
0.106064,0.002901
0.079628,0.003118
0.082758,0.001810
0.105404,0.001398
0.081482,0.001186
0.064976,0.001467
0.091636,0.002440
0.081241,0.001338
0.066080,0.001580
0.090174,0.002642
0.080422,0.000558
0.079636,0.001877
0.094130,0.002114
0.085603,0.004206
