0.043766,0.006895,1
-0.005232,0.005675,0
-0.002913,0.002111,0
0.008830,0.007315,0
0.055050,0.009375,1
0.035185,0.012798,1
-0.008194,0.007925,0
0.000771,0.021521,0
-0.016870,0.010236,0
-0.003571,0.010921,0
0.059496,0.024384,1
-0.002043,0.031697,0
-0.031043,0.013869,0
0.026857,0.014060,0
0.036324,0.013451,1
0.019466,0.009040,0
0.009927,0.020812,0
-0.016183,0.074086,0
-0.081503,0.127787,0
-0.002350,0.077804,0
0.016746,0.131747,0
-0.014560,0.020613,0
-0.063538,0.018992,0
-0.015654,0.016561,0
-0.003900,0.018914,0
0.007083,0.009389,0
-0.026194,0.009538,0
-0.034669,0.004239,0
0.005253,0.003852,0
-0.026810,0.007666,0
0.008548,0.015835,0
-0.053309,0.033956,0
0.046677,0.010144,1
0.029831,0.017472,0
0.035073,0.005917,1
-0.022868,0.003309,0
-0.000275,0.005081,0
0.034477,0.013570,1
-0.024229,0.015913,0
0.009643,0.007821,0
0.029986,0.005246,0
0.062003,0.004633,1
0.012621,0.015959,0
-0.002287,0.007536,0
0.023145,0.008333,0
0.025016,0.007065,0
-0.061360,0.013801,0
0.008709,0.009187,0
0.014423,0.016924,0
0.028374,0.015899,0
