0.080903,0.019500,1
-0.011057,0.023306,0
-0.015500,0.010047,0
0.013877,0.029541,0
0.096137,0.033343,1
0.075360,0.056026,1
-0.009710,0.030054,0
-0.001986,0.070500,0
-0.044253,0.042174,0
-0.011917,0.042465,0
0.107011,0.083967,1
0.002990,0.113704,0
-0.070587,0.043285,0
0.054417,0.042279,0
0.065435,0.049139,1
0.023988,0.035918,0
0.016974,0.067782,0
-0.036868,0.243851,0
-0.158106,0.413904,0
-0.000568,0.206946,0
0.080023,0.505985,1
-0.027613,0.070323,0
-0.124596,0.066570,0
-0.029168,0.048774,0
-0.003605,0.055157,0
0.011100,0.026180,0
-0.046059,0.032193,0
-0.059234,0.013570,0
0.009679,0.015193,0
-0.057197,0.024309,0
0.007541,0.057546,0
-0.095342,0.107056,0
0.090091,0.031608,1
0.056616,0.052360,1
0.061384,0.015118,1
-0.043851,0.011882,0
0.006758,0.016789,0
0.054630,0.042149,0
-0.038732,0.051397,0
0.011927,0.025575,0
0.053115,0.016102,0
0.109900,0.015893,1
0.018487,0.051085,0
-0.011358,0.025675,0
0.042502,0.027926,0
0.042819,0.021462,0
-0.124308,0.053391,0
0.012269,0.030531,0
0.027391,0.060514,0
0.044526,0.048107,0
