0.015971,0.000084
0.019903,0.000017
0.014976,0.000058
0.017774,0.000015
0.013426,0.000024
0.014595,0.000017
0.019617,0.000047
0.016440,0.000040
0.016031,0.000098
0.014659,0.000055
0.012229,0.000042
0.015392,0.000082
0.014460,0.000050
0.014632,0.000068
0.016373,0.000044
0.016077,0.000052
0.015890,0.000072
0.013833,0.000108
0.012933,0.000196
0.021411,0.000277
0.013478,0.000246
0.012038,0.000319
0.015413,0.000067
0.013079,0.000272
0.013021,0.000080
0.021091,0.000063
0.015353,0.000253
0.016661,0.000071
0.019553,0.000009
0.014820,0.000030
0.017188,0.000065
0.013850,0.000041
0.009711,0.000089
0.020255,0.000021
0.016547,0.000149
0.015192,0.000076
0.020312,0.000123
0.014248,0.000123
0.015743,0.000046
0.020975,0.000112
0.013844,0.000055
0.012310,0.000056
0.016108,0.000079
0.015153,0.000061
0.011868,0.000108
0.016745,0.000163
0.014092,0.000064
0.016369,0.000104
0.015441,0.000095
0.016964,0.000111
