0.140922,0.054337,1
-0.021942,0.075444,0
-0.036258,0.036268,0
0.022982,0.097667,0
0.159615,0.100221,1
0.138591,0.183850,1
-0.019274,0.098186,0
-0.010088,0.209359,0
-0.088772,0.138156,0
-0.026041,0.130506,0
0.181081,0.250520,1
0.012393,0.345912,0
-0.139175,0.125690,0
0.099378,0.119444,1
0.110522,0.148041,1
0.024390,0.124415,0
0.026126,0.199423,0
-0.071906,0.724602,0
-0.279235,1.216115,0
0.000501,0.550410,0
0.179227,1.610475,1
-0.046831,0.224877,0
-0.222043,0.204515,0
-0.049163,0.136680,0
-0.003060,0.150048,0
0.017611,0.072169,0
-0.078280,0.096755,0
-0.097136,0.039277,0
0.016418,0.051270,0
-0.104637,0.071079,0
0.007410,0.174309,0
-0.163576,0.311074,0
0.160092,0.092193,1
0.099511,0.147939,1
0.103846,0.040406,1
-0.079542,0.036984,0
0.018079,0.050886,0
0.086716,0.120121,0
-0.067134,0.152073,0
0.011944,0.077129,0
0.091251,0.047298,0
0.185004,0.050499,1
0.032768,0.149497,0
-0.024389,0.078668,0
0.073596,0.084073,0
0.080268,0.064751,0
-0.226199,0.168028,0
0.020350,0.089709,0
0.047950,0.186267,0
0.069232,0.137330,0
