0.053422,0.000804
0.063532,0.000333
0.050611,0.000948
0.061286,0.000192
0.044200,0.000341
0.054187,0.000197
0.068948,0.000666
0.057037,0.000692
0.054416,0.000683
0.043191,0.001024
0.040732,0.000592
0.053256,0.000505
0.041105,0.000307
0.050194,0.000615
0.056115,0.000385
0.050966,0.000530
0.053441,0.000364
0.043008,0.001396
0.043788,0.001618
0.071161,0.003497
0.051297,0.001405
0.038922,0.003373
0.049678,0.000431
0.043801,0.002195
0.040873,0.000455
0.069387,0.000319
0.052621,0.001706
0.055741,0.000595
0.064495,0.000112
0.053006,0.000255
0.056477,0.000570
0.047880,0.000390
0.035908,0.001012
0.063136,0.000244
0.051225,0.000789
0.045530,0.000791
0.066290,0.001171
0.049458,0.001245
0.051923,0.000657
0.065955,0.000599
0.050460,0.000439
0.040447,0.000612
0.056670,0.000944
0.050971,0.000526
0.040911,0.000647
0.055925,0.001110
0.049583,0.000233
0.050272,0.000758
0.057881,0.000826
0.053931,0.001558
