0.007171,0.000454,1
0.004487,0.000133,0
0.009070,0.000450,1
0.003627,0.000251,0
0.014878,0.000595,1
-0.004432,0.000232,0
-0.007710,0.000261,0
0.001574,0.001675,0
0.009630,0.000313,1
0.004089,0.000299,0
0.011833,0.000642,1
-0.003204,0.000974,0
0.006575,0.000880,1
0.003272,0.001589,0
0.006872,0.001545,1
0.009657,0.000972,1
0.005166,0.001474,1
0.003836,0.003783,0
-0.003815,0.006760,0
-0.007736,0.013578,0
-0.045910,0.002594,0
-0.000291,0.003785,0
-0.002364,0.000990,0
-0.002250,0.001612,0
-0.004257,0.002018,0
0.001898,0.001487,0
-0.005129,0.000595,0
-0.010157,0.000504,0
0.001176,0.000630,0
0.004409,0.000578,0
0.010123,0.000646,1
-0.009822,0.001896,0
0.001172,0.001239,0
0.001915,0.001606,0
0.009423,0.001440,1
-0.001460,0.000194,0
-0.005649,0.000715,0
0.014690,0.000672,1
-0.008794,0.000553,0
0.006716,0.000567,1
0.006368,0.000589,1
0.013315,0.000876,1
0.005592,0.001004,1
0.006974,0.000570,1
0.003159,0.000524,0
0.007646,0.002097,1
0.001579,0.000385,0
0.004457,0.000728,0
0.005658,0.000451,1
0.012560,0.001386,1
