0.074984,0.001583
0.089503,0.000692
0.071169,0.001946
0.086136,0.000396
0.062138,0.000735
0.076665,0.000422
0.097342,0.001364
0.080587,0.001478
0.076018,0.001262
0.059292,0.002181
0.056352,0.001184
0.073963,0.000992
0.056071,0.000584
0.071001,0.001207
0.078958,0.000759
0.071744,0.001074
0.075532,0.000695
0.059838,0.002822
0.061249,0.003048
0.099602,0.006963
0.072836,0.002524
0.054315,0.006684
0.069318,0.000876
0.061432,0.004272
0.056751,0.000914
0.096853,0.000567
0.073663,0.003139
0.078175,0.001130
0.089700,0.000234
0.074875,0.000498
0.079391,0.001116
0.067351,0.000752
0.047584,0.001917
0.088017,0.000492
0.070931,0.001445
0.062246,0.001563
0.092818,0.002244
0.069561,0.002403
0.072516,0.001366
0.092411,0.001079
0.071089,0.000910
0.056790,0.001141
0.079958,0.001847
0.070876,0.001028
0.057827,0.001231
0.078430,0.002038
0.070327,0.000434
0.069898,0.001454
0.082117,0.001627
0.075301,0.003162
