0.111286,0.034778,1
-0.015875,0.045898,0
-0.025811,0.021126,0
0.018550,0.058922,0
0.127542,0.062197,1
0.107163,0.110855,1
-0.014623,0.059409,0
-0.006145,0.130945,0
-0.066967,0.083262,0
-0.018993,0.080317,0
0.143949,0.155998,1
0.007323,0.215142,0
-0.106519,0.079228,0
0.075552,0.075928,1
0.087984,0.091245,1
0.023715,0.074734,0
0.021590,0.124764,0
-0.053876,0.452725,0
-0.217985,0.763993,0
0.000074,0.358598,0
0.129791,0.979538,1
-0.037112,0.136943,0
-0.173394,0.125997,0
-0.038938,0.087273,0
-0.003326,0.096767,0
0.014359,0.046257,0
-0.062167,0.060100,0
-0.078311,0.024777,0
0.013085,0.030947,0
-0.081006,0.044584,0
0.007429,0.107959,0
-0.129486,0.195998,0
0.125047,0.057904,1
0.077970,0.094056,1
0.082419,0.026130,1
-0.060520,0.023065,0
0.012444,0.031524,0
0.070928,0.076055,0
-0.052292,0.094660,0
0.011800,0.047468,0
0.072070,0.029493,0
0.147399,0.030701,1
0.025631,0.093797,0
-0.017586,0.048667,0
0.058066,0.052509,0
0.062970,0.039891,0
-0.176411,0.102959,0
0.016564,0.056226,0
0.035108,0.113815,0
0.056129,0.087024,0
