0.036470,0.005185,1
-0.002928,0.003836,0
-0.000255,0.001271,0
0.007852,0.004705,0
0.047246,0.006537,1
0.027678,0.007836,1
-0.008276,0.005242,0
0.001279,0.015120,0
-0.011706,0.006453,0
-0.001521,0.007406,0
0.050042,0.016752,1
-0.003151,0.021506,0
-0.023033,0.009932,0
0.021376,0.010193,0
0.030066,0.009650,1
0.018925,0.006261,0
0.009269,0.014443,0
-0.011809,0.052565,0
-0.065822,0.090450,0
-0.002707,0.060070,0
0.003963,0.086469,0
-0.011816,0.014556,0
-0.051236,0.013062,0
-0.012856,0.012169,0
-0.004010,0.014119,0
0.005919,0.007038,0
-0.022060,0.006688,0
-0.029906,0.003053,0
0.004667,0.002351,0
-0.022138,0.005312,0
0.008868,0.010704,0
-0.044375,0.024466,0
0.038183,0.007374,1
0.024357,0.012714,0
0.029857,0.004633,1
-0.019538,0.002219,0
-0.001692,0.003640,0
0.030317,0.009763,1
-0.022279,0.011215,0
0.009032,0.005578,0
0.025231,0.003866,1
0.053091,0.003223,1
0.011440,0.011347,0
-0.000304,0.005249,0
0.018800,0.005610,0
0.021398,0.005316,0
-0.050875,0.009390,0
0.007880,0.006628,0
0.012098,0.011355,0
0.025002,0.011574,1
