0.091106,0.002337
0.108461,0.001047
0.086587,0.002941
0.104636,0.000601
0.075595,0.001098
0.093744,0.000660
0.118967,0.002015
0.098090,0.002227
0.092453,0.001828
0.071385,0.003359
0.068210,0.001762
0.089890,0.001463
0.067580,0.000840
0.086304,0.001745
0.096040,0.001120
0.087126,0.001621
0.091688,0.001002
0.072210,0.004196
0.074487,0.004419
0.120817,0.010326
0.088844,0.003532
0.065747,0.009870
0.084026,0.001319
0.074894,0.006309
0.068537,0.001378
0.117297,0.000799
0.089501,0.004503
0.094860,0.001643
0.109129,0.000357
0.091202,0.000728
0.096366,0.001649
0.082069,0.001113
0.061886,0.002969
0.106508,0.000742
0.085612,0.002049
0.075211,0.002303
0.112703,0.003267
0.084535,0.003519
0.087847,0.002045
0.112700,0.001518
0.086612,0.001324
0.069064,0.001660
0.097429,0.002763
0.086142,0.001511
0.070187,0.001795
0.095848,0.002968
0.085610,0.000624
0.084500,0.002113
0.100434,0.002442
0.090822,0.004770
